游记ID,标题,链接,规则1,规则2
1104359,成都行——用遗憾填补遗憾,http://www.mafengwo.cn/i/1104359.html,二日(家庭房12.30——12.31 西岭雪山二日游（驴妈妈订）12.31        )|2日(暗搓搓地期盼好久，第一天四人便向提前報的2日游出發到西岭雪山，路上吃著朋友從保定帶來)|2日(什么好的啦） 吃团餐停驻的小镇上  雪山2日游的团费是289元，但其中上山的2个缆车)|一天(被麻辣著的舌頭，共同渡過了2012的最後一天，意義非常。——————————————)|一天(_________________ 最後一天在朋友姐的帶領下，嘗了成都美食查渣面、涼)|一天(||=回复安迪：这点是真的啦，我们排个了一天准备吃5餐的想法，可惜时间紧张没有成型。),第一天(——————— 對雪山暗搓搓地期盼好久，第一天四人便向提前報的2日游出發到西岭雪山，路)|第2天(团费是289元，但其中上山的2个缆车以及第2天的古镇要另付费，一人230。如在山上滑雪)|第三天(——————————————————— 第三天——第四天錦裡所在的位置景點比較多，我們)|第四天(—————————————— 第三天——第四天錦裡所在的位置景點比較多，我們選擇這地方)
642197,食色成都,http://www.mafengwo.cn/i/642197.html,无,无
1099766,成都之旅 一日游 【宽巷子~极地海洋公园~锦里】,http://www.mafengwo.cn/i/1099766.html,一日(成都之旅 一日游 这次完全是一个错误决定在成都去耍1天)|1天(一日游 这次完全是一个错误决定在成都去耍1天，真的不晓得1天能不能耍完【宽巷子~极地)|1天(是一个错误决定在成都去耍1天，真的不晓得1天能不能耍完【宽巷子~极地海洋公园~锦里】)|600d(个大人+娃儿装备：    直接都是背包+600D套头+大光圈+卡片机时间：     1日)|1日(0D套头+大光圈+卡片机时间：     1日下午5点上和谐号动组不出意外7点半到成都)|2日(和谐号动组不出意外7点半到成都     2日下午6点坐火车回重庆大概10点半到~重庆),无
1103412,吃喝玩樂 蜀風雅韻,http://www.mafengwo.cn/i/1103412.html,"74y(_C4E6FMWVQU6U437UXED74YQ5ME/cover   客棧提供早餐,)|一天(出開始時我們的座位升級,看完演出也結束了一天的行程。    文殊坊-老房子用膳-武候)",无
1098904,成都重庆放荡记,http://www.mafengwo.cn/i/1098904.html,无,无
1065193,Love on the road ◕‿◕ 美味的成都,http://www.mafengwo.cn/i/1065193.html,"9天(      在成都呆了9天，2人吃喝玩共计花费6000多元。成都的)|7天(成都的住宿像一般的经济型酒店，例如如家，7天这类都在290元一天，而且没有wifi,)|一天(济型酒店，例如如家，7天这类都在290元一天，而且没有wifi,所以个人觉得还是提前)",第二天(人啦◕‿◕       19点30上车，第二天中午就到成都了。一到成都，就迫不及待的去)
613505,09年panda拿熊猫卡游遍成都,http://www.mafengwo.cn/i/613505.html,2天(蔚蓝海岸：我去成都的时候就在成都和乐山那2天没下雨其他时间全下雨=||=回复K仔：青),无
1074247,概述篇—狐猪淡季走川渝(12天6万字攻略)—九寨黄龙&乐山峨眉&都江堰青城山&三星堆&重庆大足,http://www.mafengwo.cn/i/1074247.html,1天(。涉及景点包括：重庆大足石刻（游览时间：1天）四川都江堰和青城山（游览时间：1天）；)|1天(间：1天）四川都江堰和青城山（游览时间：1天）；四川广汉三星堆（游览时间：1天）四川)|1天(时间：1天）；四川广汉三星堆（游览时间：1天）四川阿坝九寨沟（游览时间：2天）；四川)|2天(览时间：1天）四川阿坝九寨沟（游览时间：2天）；四川阿坝黄龙（游览时间：1天）四川峨)|1天(览时间：2天）；四川阿坝黄龙（游览时间：1天）四川峨眉山（游览时间：1.5天）；四川)|5天(览时间：1天）四川峨眉山（游览时间：1.5天）；四川乐山（游览时间：1天）四川成都市)|1天(览时间：1.5天）；四川乐山（游览时间：1天）四川成都市内文殊院等（游览时间：1天）)|1天(：1天）四川成都市内文殊院等（游览时间：1天）-------------------)|一天(能每年都延续下去，直到我们再也走不动的那一天。 本次川渝自助游的主角，依然是——狐狸)|12日(确，而且提供了很多节省米米的好途径。这次12日全自助游比较成功：全程自助，完全自己控制)|12天(季出游的好处吧。 费用为1.2W/2人/12天（三飞）。 因此，为了以后的同学们出游更)|12天(------废话太多了，开始正题吧。 在12天行程中，出行前的计划只有略微的调整。最终),无
1084187,重庆，成都（Day57-60，Day 64）,http://www.mafengwo.cn/i/1084187.html,29s(2012.9.23—2012.11.29ScheduleDay1南昌Day2南昌，)|二天(。     可以从重庆坐船游三峡，到宜昌二天游三天游也有，船也有分星级的。    可)|三天(   可以从重庆坐船游三峡，到宜昌二天游三天游也有，船也有分星级的。    可惜当时)|一天(   Day59成都    在重庆只呆了一天，重庆好玩的好像都不在重庆市，像西边的大)|一天(4成都     从九寨沟回来后，行程剩下一天时间，对三国兴趣远大于都江堰的我，来到了),day1(3—2012.11.29ScheduleDay1南昌Day2南昌，庐山Day3庐山Day)|day2(.11.29ScheduleDay1南昌Day2南昌，庐山Day3庐山Day4杭州Day)|day3(eduleDay1南昌Day2南昌，庐山Day3庐山Day4杭州Day5杭州Day6杭州)|day4(ay1南昌Day2南昌，庐山Day3庐山Day4杭州Day5杭州Day6杭州Day7杭州)|day5(ay2南昌，庐山Day3庐山Day4杭州Day5杭州Day6杭州Day7杭州Day8杭州)|day6(庐山Day3庐山Day4杭州Day5杭州Day6杭州Day7杭州Day8杭州Day9绍兴)|day7(庐山Day4杭州Day5杭州Day6杭州Day7杭州Day8杭州Day9绍兴Day10杭)|day8(杭州Day5杭州Day6杭州Day7杭州Day8杭州Day9绍兴Day10杭州Day11)|day9(杭州Day6杭州Day7杭州Day8杭州Day9绍兴Day10杭州Day11上海Day1)|day10(杭州Day7杭州Day8杭州Day9绍兴Day10杭州Day11上海Day12上海Day1)|day11(州Day8杭州Day9绍兴Day10杭州Day11上海Day12上海Day13上海Day1)|day12(Day9绍兴Day10杭州Day11上海Day12上海Day13上海Day14上海，周庄D)|day13(ay10杭州Day11上海Day12上海Day13上海Day14上海，周庄Day15周庄，)|day14(ay11上海Day12上海Day13上海Day14上海，周庄Day15周庄，苏州Day16)|day15(2上海Day13上海Day14上海，周庄Day15周庄，苏州Day16苏州，南京Day17)|day16(Day14上海，周庄Day15周庄，苏州Day16苏州，南京Day17南京Day18南京D)|day17(Day15周庄，苏州Day16苏州，南京Day17南京Day18南京Day19南京，上海D)|day18(，苏州Day16苏州，南京Day17南京Day18南京Day19南京，上海Day20上海，)|day19(6苏州，南京Day17南京Day18南京Day19南京，上海Day20上海，汕头Day21)|day20(7南京Day18南京Day19南京，上海Day20上海，汕头Day21-31汕头Day32)|day21(Day19南京，上海Day20上海，汕头Day21-31汕头Day32武汉Day33洛阳D)|day32(Day20上海，汕头Day21-31汕头Day32武汉Day33洛阳Day34洛阳，嵩山D)|day33(，汕头Day21-31汕头Day32武汉Day33洛阳Day34洛阳，嵩山Day35嵩山，)|day34(1-31汕头Day32武汉Day33洛阳Day34洛阳，嵩山Day35嵩山，洛阳，西安Da)|day35(2武汉Day33洛阳Day34洛阳，嵩山Day35嵩山，洛阳，西安Day36西安Day37)|day36(34洛阳，嵩山Day35嵩山，洛阳，西安Day36西安Day37西安Day38西安Day3)|day37(Day35嵩山，洛阳，西安Day36西安Day37西安Day38西安Day39平遥Day4)|day38(，洛阳，西安Day36西安Day37西安Day38西安Day39平遥Day40平遥，大同D)|day39(ay36西安Day37西安Day38西安Day39平遥Day40平遥，大同Day41大同D)|day40(ay37西安Day38西安Day39平遥Day40平遥，大同Day41大同Day42大同D)|day41(8西安Day39平遥Day40平遥，大同Day41大同Day42大同Day43大同Day4)|day42(9平遥Day40平遥，大同Day41大同Day42大同Day43大同Day44大同Day4)|day43(0平遥，大同Day41大同Day42大同Day43大同Day44大同Day45大同，北京D)|day44(ay41大同Day42大同Day43大同Day44大同Day45大同，北京Day46北京D)|day45(ay42大同Day43大同Day44大同Day45大同，北京Day46北京Day47北京D)|day46(3大同Day44大同Day45大同，北京Day46北京Day47北京Day48北京Day4)|day47(4大同Day45大同，北京Day46北京Day47北京Day48北京Day49沈阳Day5)|day48(5大同，北京Day46北京Day47北京Day48北京Day49沈阳Day50沈阳，丹东，)|day49(ay46北京Day47北京Day48北京Day49沈阳Day50沈阳，丹东，大连Day51)|day50(ay47北京Day48北京Day49沈阳Day50沈阳，丹东，大连Day51大连Day52)|day51(Day49沈阳Day50沈阳，丹东，大连Day51大连Day52烟台，青岛Day53青岛D)|day52(Day50沈阳，丹东，大连Day51大连Day52烟台，青岛Day53青岛Day54青岛，)|day53(，大连Day51大连Day52烟台，青岛Day53青岛Day54青岛，泰山Day55泰山D)|day54(1大连Day52烟台，青岛Day53青岛Day54青岛，泰山Day55泰山Day56泰山，)|day55(，青岛Day53青岛Day54青岛，泰山Day55泰山Day56泰山，济南Day57济南，)|day56(3青岛Day54青岛，泰山Day55泰山Day56泰山，济南Day57济南，重庆Day58)|day57(，泰山Day55泰山Day56泰山，济南Day57济南，重庆Day58重庆Day59重庆，)|day58(Day56泰山，济南Day57济南，重庆Day58重庆Day59重庆，成都Day60成都D)|day59(，济南Day57济南，重庆Day58重庆Day59重庆，成都Day60成都Day61成都，)|day60(，重庆Day58重庆Day59重庆，成都Day60成都Day61成都，汶川，九寨沟Day6)|day61(8重庆Day59重庆，成都Day60成都Day61成都，汶川，九寨沟Day62九寨沟Day)|day62(ay60成都Day61成都，汶川，九寨沟Day62九寨沟Day63九寨沟，成都Day64成)|day63(y61成都，汶川，九寨沟Day62九寨沟Day63九寨沟，成都Day64成都Day65路上)|day64(沟Day62九寨沟Day63九寨沟，成都Day64成都Day65路上Day66深圳Day6)|day65(寨沟Day63九寨沟，成都Day64成都Day65路上Day66深圳Day67深圳，汕头 )|day66(九寨沟，成都Day64成都Day65路上Day66深圳Day67深圳，汕头        )|day67(ay64成都Day65路上Day66深圳Day67深圳，汕头           weib)|day58(      weibo：@LyJune Day58重庆    昨晚飞机从济南到重庆，到旅馆)|day59(临了。灯光确实是魔术师啊。       Day59成都    在重庆只呆了一天，重庆好玩的)|day60(      这一排都是民俗工艺品。   Day60成都    成都到处都在修路，很多公交线)|day61(**中间去了九寨沟，把九寨沟独立成一篇（Day61-63九寨沟，有兴趣请点下面的链接）网址)|day64(wo.cn/i/1086133.htmlDay64成都     从九寨沟回来后，行程剩下一)
863325,到成都音乐公园看美女,http://www.mafengwo.cn/i/863325.html,无,无
1072596,回梦四方城,http://www.mafengwo.cn/i/1072596.html,"6天(.....我是皆不记得了留在心中的便是那6天的美好回忆 7月5号坐上灰机,到达成都市)|3天(000多啊,一般旅社前台都有咨询我们报了3天团,大概貌似700多(这是两年的价格啦,)|三天(两年的价格啦,现在就不知道市场如何)说是三天,有两天都在车上,上山12小时,下山12)|一天(,进藏家了 藏族哥哥相当的帅啊 7月9号一天都在车上,约莫晚上12点到达成都市内,半)",无
1085023,花时间——成都物语,http://www.mafengwo.cn/i/1085023.html,无,无
646349,迷失在成都的夜。。。,http://www.mafengwo.cn/i/646349.html,一天(，大概都愿意更迷失，哈。。。=||=最后一天晚上，成都同事推荐的苍蝇馆子，环境实在不),无
1081578,毕业之夏，我以为回忆留的住好时光——毕业旅行暴走成都武汉,http://www.mafengwo.cn/i/1081578.html,"21日(程和花费 废话少说，先上日程和花费。5月21日从北京出发，22日中午到成都，中午吃了个)|22日(，先上日程和花费。5月21日从北京出发，22日中午到成都，中午吃了个饭下午去了武侯祠和)|23日(饭下午去了武侯祠和锦里，晚上去宽窄巷子,23日去了人民公园金沙遗址杜甫草堂，24、25)|25日(3日去了人民公园金沙遗址杜甫草堂，24、25日报的散客拼团去了乐山和峨眉山，26号人民)|28日(山和峨眉山，26号人民公园春熙路，27、28日黄龙、九寨，29号返回成都，（30号哪去)|一天(一份套餐，凉凉爽爽的就这样和老伴儿们呆上一天，有什么聊什么，怎么开心怎么来，不用担心)|一日(像北京护国寺小吃   未完待续~最坑爹的一日游和最爱的九寨)",无
799201,眼中的成都人,http://www.mafengwo.cn/i/799201.html,365天(在看的呢？！      因为在成都，一年365天，几乎只有不到100天的时间可以见到真正)|100天( 因为在成都，一年365天，几乎只有不到100天的时间可以见到真正的太阳，像广东夏天那种),无
1084154,我在成都，等待，遗忘，期许,http://www.mafengwo.cn/i/1084154.html,一天(了白天的清新古朴，多了一份妩媚妖娆。走了一天，也能感觉的双腿间的疲惫。和妞一起坐在酒),第一天(驱使自己。早早的起身，带着卡片机，开始了第一天老成都之行。 成都人爱说“安逸”。的确，)
1087080,成都-和姚姐美好的一晚,http://www.mafengwo.cn/i/1087080.html,无,无
1103577,末日之前游四川（一）,http://www.mafengwo.cn/i/1103577.html,无,第二天(都往返含税才一千出头。抛开一切，走着！ 第二天一早来到文殊院，四川比北京天亮的晚，都八)
1073238,都江堰灵岩观音山徒步游,http://www.mafengwo.cn/i/1073238.html,无,无
1065748,中年流浪记41-----浪荡成都,http://www.mafengwo.cn/i/1065748.html,无,第五天(山豆腐乾我始终不敢尝试       成都第五天在下雨了，总是毛毛的时下时停，不大却又惹)
1086640,慢生活——混迹成都市井间,http://www.mafengwo.cn/i/1086640.html,一天(成都出差，会议结束后多逗留一天，决定体验下慢生活~宽窄巷子，类似于北京),无
1087272,感受那片金黄（二）,http://www.mafengwo.cn/i/1087272.html,22日(业二十三年后部份同学，于2012年11月22日重聚彭州。金灿灿的银杏叶，在秋阳下格外美),无
916726,2012天府之国,http://www.mafengwo.cn/i/916726.html,13日(从决定到出发大概不到24小时，6月13日我踏上了去成都的火车，在毕业时节，和三年)|13日(，稍后详细介绍游逛过程和建议哈^O^6.13日  宽窄巷子、春熙路、后现代工业艺术区6)|14日( 宽窄巷子、春熙路、后现代工业艺术区6.14日  都江堰、文殊坊6.15日  成都大熊)|15日(业艺术区6.14日  都江堰、文殊坊6.15日  成都大熊猫基地6.16日  在家里歇)|16日(、文殊坊6.15日  成都大熊猫基地6.16日  在家里歇脚，逛逛武汉木有的宜家6.1)|17日(日  在家里歇脚，逛逛武汉木有的宜家6.17日  继续睡觉休息，逛小街，吃小吃成都之行)|一天(景点了，都和朋友在一起了，非常巴适。随后一天抵达重庆，开始了重庆两日行。 6.13 )|一天(吧0^_^0 这是来成都的第一天，充实的一天啦啦啦啦啦啦啦 6.14        )|一天(一班，行程半个小时左右，车票15元由于前一天晚上太兴奋，和朋友夜聊了很久，第二天早上)|4a(江堰，还可以去趟青城山，那里有名的腊肉和4A景区的风景。很遗憾啦，时间有限我木有去 )|15日(圾桶吗？NOP！好有喜感的小水盆  6.15日                  熊猫)|三天(？傻傻分不清楚，下面是红糖，味道不错 这三天走了很多路，看过了很多美景，后面两天正好)|五日(一下，逛逛小街，吃吃小食，聊聊小天，成都五日的巴适生活就要结束了，我想这会是我难忘的),第一天(哇哦，好甜蜜的吧0^_^0 这是来成都的第一天，充实的一天啦啦啦啦啦啦啦 6.14  )|第二天(由于前一天晚上太兴奋，和朋友夜聊了很久，第二天早上起的太晚，过去火车站的时候已经9点多)
748586,喷 香 成 都 。,http://www.mafengwo.cn/i/748586.html,无,"第二天(起推车..哈哈,,我那个滋啊... 话说第二天早上,我们又去龙抄手吃早饭,, 这次我们)"
1080497,西安、成都：六天五夜游（ D4-6 拜水 听佛 叹茶 ）,http://www.mafengwo.cn/i/1080497.html,一天(旅舍。D5这天报了一个400元的旅游团，一天去乐山大佛，峨眉山。好处是，有导游讲解关)|六天(飞机离开成都，返回广州了。结束这次难忘的六天之行。 手绘成都的明信片是在宽窄巷子附近)|六日(|=回复sean：多谢你。迟些再配上。周六日吧。),无
1063727,博物控之青羊宫,http://www.mafengwo.cn/i/1063727.html,无,无
650226,少不入川之锦官城,http://www.mafengwo.cn/i/650226.html,13日(自己进入了这个城市，那还能回得来吗？本来13日是去漂流，应该是很期待，但是因为15日到)|15日(来13日是去漂流，应该是很期待，但是因为15日到成都，让那个漂流显得很无味。     )|3天(是宽窄巷子，精美的宅子，精致的小店，让我3天去了4次，坐在见山书局，一杯竹叶青，呼吸)|19日(这是我最喜欢的小饭馆了。        19日要离开济南，我18日晚上和同学喝过竹叶青)|18日(了。        19日要离开济南，我18日晚上和同学喝过竹叶青，接到同事的电话，还),无
1080285,都江堰,http://www.mafengwo.cn/i/1080285.html,无,无
551227,四川双流永兴——丹土地“同治龙窑”,http://www.mafengwo.cn/i/551227.html,无,无
697950,游走成都,http://www.mafengwo.cn/i/697950.html,无,无
957052,"乐不思蜀,幸福是有点不靠谱!",http://www.mafengwo.cn/i/957052.html,无,"第一天(温假了. 1.k577,成都东。住成都的第一天，就知道了件怪事，十二点后回小区，得掏一)"
811162,春节四川,http://www.mafengwo.cn/i/811162.html,无,无
1068386,吃吃吃成都游,http://www.mafengwo.cn/i/1068386.html,无,无
1068954,成都 —— 宽窄巷子、锦里,http://www.mafengwo.cn/i/1068954.html,无,无
1098611,辞职游,http://www.mafengwo.cn/i/1098611.html,29日(黑井-元谋-峨眉-成都-重庆-贵阳。6月29日朋友一个电话“走，背包客”算是踏上了行程)|29日(黑井-元谋-峨眉-成都-重庆-贵阳。6月29日朋友一个电话“走，背包客”算是踏上了行程)|1日(中国云南省昆明市西北部，北邻金沙江。7月1日从黑井出发，火车晚点，两点半上了绿皮车，)|2日(性化。在车站上8路车直接到峨眉山下。7月2日到峨眉山，运气差，天气不好，阴沉沉的，7)|3日(峨眉山，运气差，天气不好，阴沉沉的，7月3日上山，运气背到家了，下雨！上山车票：90)|6日(，太多的不确定，太多的未知。七、贵阳7月6日十点从重庆站上火车，赶往下一个节点，贵阳)|七日(，赶往下一个节点，贵阳！已经在路上游历了七日，疲惫不堪。7日七点多到了贵阳，下了火车)|7日(，贵阳！已经在路上游历了七日，疲惫不堪。7日七点多到了贵阳，下了火车，有了回家的感觉)|8日(走马观花的绕了一圈……末从贵阳回到昆明，8日的行程结束，综述一个字：累！背包行，要的)|八天(恋渴望强劲的南风托起我的双翼让我振翅飞越八天后回到了昆明。 =||=回复姑苏厚生：呵),第二天(高山的过渡地带。火车不知道坐了多长时间，第二天早上到峨眉山市，晚上在过攀枝花时下车，感)|第一天(快。路上几乎都是广告牌……票价：50成都第一天，绕川大，理想中川大应该是个大学样的大学)
1099326,蓉城记忆：2012年的岁末行,http://www.mafengwo.cn/i/1099326.html,无,无
1085878,天府之国成都四日避寒游,http://www.mafengwo.cn/i/1085878.html,一天(。     DAY3杜甫草堂—洛带古镇前一天去青城山太累了，10点才起。因为第一天没),day1(温度10度。住：文殊院旁边的公寓式酒店 DAY1：文殊院—宽窄巷子—武侯祠—青羊宫—锦里)|day2(李长清三大炮等小吃（因为是在景区稍贵） DAY2：拜水都江堰问道青城山成都北站坐动车到都)|day3(好朴实啊，没有遇到宰人的情况。     DAY3杜甫草堂—洛带古镇前一天去青城山太累了，)|第一天(镇前一天去青城山太累了，10点才起。因为第一天没有来得及去草堂，只能今天跑去瞅瞅。  )|day4(的水果很便宜很好吃，尤其是砂糖橘好甜啊 DAY4大熊猫基地—昭觉寺—锦里因为没有去远的景)
1096481,说走就走的旅行——四川六日自助游之成都,http://www.mafengwo.cn/i/1096481.html,一天(了一点喧嚣，少了熙熙攘攘的人群。本来想抽一天晚上再来逛逛，可是时间不允许了，夜游锦里),第一天(航，在和他聊天的过程中，原来他是重庆人，第一天在成都开出租。哎，对路和方向的感觉甚至不)|第二天(一个澡以后，躺在床上之后直接进入了梦乡。第二天起了一个大早，在宾馆的门口吃了一碗勾魂面)
1086632,一个拖家带口的小青年的“小成都”之旅,http://www.mafengwo.cn/i/1086632.html,1日(精神”选择了这个吃货城市——成都。10月1日一大早，天还没亮，赶着人潮开着我们的小越)|三天(嘻嘻。 下面我就简单的介绍介绍我们在那的三天去的地方吧。 10月1日下午6点我们到的)|1日(绍介绍我们在那的三天去的地方吧。 10月1日下午6点我们到的成都，我们一致认为我们必)|一天(去，我们就定在欢乐谷度过我们在成都的最后一天了。还不错，里面的游戏都很刺激，跳楼机，)|一天(，哈哈。因为我就是个标准的浪费钱。在里面一天过得很快，因为一个项目就得排队三小时，我),第二天(…..    伸个懒腰，洗把脸，就要开始第二天的行程啦。 在逛之前一定要喂饱肚子，来一)
1082784,不多说——发图——成都行,http://www.mafengwo.cn/i/1082784.html,无,无
1030405,2012西藏圆梦之旅第三站---成都,http://www.mafengwo.cn/i/1030405.html,无,无
667437,成都的美食小吃,http://www.mafengwo.cn/i/667437.html,无,无
946455,成都之旅，第一次写游记,http://www.mafengwo.cn/i/946455.html,无,无
1097515,成都四日散漫游荡食住行玩,http://www.mafengwo.cn/i/1097515.html,无,第一天(是怎样。把我踩过的点，分享给大家吧。住：第一天晚上订的宽巷子的龙堂酒店。朋友定的，30)
1085056,四川博物院---吃茶（浣花溪、杜甫草堂、送仙桥、青羊宫），观古（杜甫草堂、送仙桥、川博）看大千（四川博物院）,http://www.mafengwo.cn/i/1085056.html,无,无
1074655,it is a long story 未完,http://www.mafengwo.cn/i/1074655.html,无,无
1076479,我的足迹——成都,http://www.mafengwo.cn/i/1076479.html,无,无
1097945,一个人的旅行叫闲逛,http://www.mafengwo.cn/i/1097945.html,6天(没有，走哪住哪吧.....从得知假期变成6天到决定上路，再到搞定车票，我用了1个小时)|一天(，停不了的雪让我一度有些许懊恼，可谁知道一天之后，它用它的热情迎接所有的人，我在成都)|一天(呵，就是想去看看       在成都的每一天，都能让我晒到太阳，真是一件超幸福的事 ),第一天(过了让人难熬的2012.     到成都第一天的天气，着实让我小吃了一惊，从重庆过来时)
1075786,秋色撩人,http://www.mafengwo.cn/i/1075786.html,无,无
1072668,成都—杜浦草堂—青羊宫,http://www.mafengwo.cn/i/1072668.html,10日(      2012年11月10日，成都—杜浦草堂            ),无
843065,都江堰+灵岩观音山,http://www.mafengwo.cn/i/843065.html,一日(要门票，就坐动车从成都出发，来了个都江堰一日游。坐公交车就可以到这里。一路山基本就是)|一天(纯：不远，有公交车。但青城山有前后两座，一天爬不完哦，都江堰也要爬。=||=回复原品),无
918746,都江堰之行,http://www.mafengwo.cn/i/918746.html,三天(太好，我，许洋和小灰灰放弃了尼姑庵之行。三天的假期又真心不想窝在学校里边，于是背上自),无
1049411,川派盆景又称为“剑南盆景”，是中国盆景五大流派之一.,http://www.mafengwo.cn/i/1049411.html,无,无
1075612,电子科大的银杏树！,http://www.mafengwo.cn/i/1075612.html,无,无
1072171,大明寺(成都),http://www.mafengwo.cn/i/1072171.html,无,无
1076974,温江金马泰迪熊博物馆,http://www.mafengwo.cn/i/1076974.html,3d(快乐体验。博物馆里设有Teddybear3D影院、泰迪互动区以及室外的滨河公园、水上),无
1066516,逛在成都（一、直必达客栈和锦里）,http://www.mafengwo.cn/i/1066516.html,11日( 10月11日赴成都，准备参加13-21日的川西环线之)|21日( 10月11日赴成都，准备参加13-21日的川西环线之旅，借机提早一天到达，体验休)|一天(参加13-21日的川西环线之旅，借机提早一天到达，体验休闲之都美食之都的种种妙处。在)|11日(一晚住宿，因无单间，只好定了双标房。  11日晚上飞机晚点，入住直必达时已经是12日凌)|12日( 11日晚上飞机晚点，入住直必达时已经是12日凌晨了。路上被雨水淋湿了，卫浴间竟然没有),无
1093253,末日狂欢巴蜀行,http://www.mafengwo.cn/i/1093253.html,一天(筹谋着出去走走不是一天两天了，最后定在末日那天出行。目的地是成)|21日(晚，人均一千五。后面我会晒费用。 12月21日，周五。提前下班，北京刚下了一场大雪，天)|22日(订在早上8点，然后迷迷糊糊的睡了。12月22日，周六，晴闹钟响的时候，起身拉开厚厚的窗)|一天(厚厚的窗帘，朝阳正从东方慢慢升起，美好的一天开始了。叫醒丸子，洗漱完毕，今天的行程是)|一天(飞饼香蕉味，哈哈，爽呀。只是我们已经吃了一天了，战斗力实在不行了，很早就停战了，看着)|一天(我真的累了。从锦里古街出来夜已深了，玩了一天吃了一天真的有点累了，打车回去就睡了。晚)|一天(了。从锦里古街出来夜已深了，玩了一天吃了一天真的有点累了，打车回去就睡了。晚安，成都),无
1098360,20120103天台山雪景－佛教圣地,http://www.mafengwo.cn/i/1098360.html,无,无
1096333,文殊院的新年,http://www.mafengwo.cn/i/1096333.html,无,无
1072204,成都市凤凰山公园,http://www.mafengwo.cn/i/1072204.html,1日(2012年12月1日 天气冷了一周，总算等到周六，天空也放晴),无
1079319,City Of ChengDu,http://www.mafengwo.cn/i/1079319.html,无,无
1058404,暴撮成都“温鸭子”,http://www.mafengwo.cn/i/1058404.html,无,无
725223,爱上成都,http://www.mafengwo.cn/i/725223.html,无,无
1031477,追寻的第一站：稻城 and 丽江,http://www.mafengwo.cn/i/1031477.html,8天(.......      难得的十一国庆8天假！早早的就为此做计划，原计划的西藏行由)|28日(            2012年09月28日下午5:50，我们仨儿坐上了去贵阳—成都)|一天(你曾今的地方，心里说不出的滋味！！  这一天偶们大家不停的在赶路~~G318国道！！)|一天(样，我们12元的面条管了我们10.1整整一天！！！！！还是划算     吃完了偶们继)|一天(依不舍的离开！！亚丁！等我.....总有一天我会全部将你走完！！！ Oct.3折返稻)|一日(！（这顿饭吃得容易吗） Oct.5 丽江一日游！  小巷很美~~~ 这只小猫咪很可爱)|一天(会敞开心扉面对每个人，我会开心快乐过好每一天，但是那个我们曾今的约定，我是真的想去完),第二天(，就这样坐着硬座来到成都........第二天早晨8点多，俺们四个抵达天府之国成都！ )|第二天(！！晚上吃了一颗退烧药就很困的睡下了！！第二天一早醒来，发现窗户大开！！我直接就是在面)
1099478,想念。,http://www.mafengwo.cn/i/1099478.html,无,无
1096642,泰迪熊博物馆,http://www.mafengwo.cn/i/1096642.html,无,第一天(      2013年的第一天，要你爱的成员一起聚集在温江，我们曾经一)
1094210,一座关于美食的城市。成都,http://www.mafengwo.cn/i/1094210.html,28日(么美好 成都 一个很久前就想去的地方9月28日三人行踏上旅程因为是放假高峰期 晚上八点),第二天( 春熙路的龙抄手据说很有名的家店老字号了第二天一早就赶往武侯祠 这是排队的场面去之前我)|第四天(感觉空气也很清新、桥上有游人在喂天鹅食 第四天洛带古镇 这是在其中一家书店里拍的里面环)|第二天(镇带来的那份宁静顺便爆张我最爱的一根面 第二天我们去乐山看大佛因为不是在之前的计划之内)
1090190,成都休闲之旅,http://www.mafengwo.cn/i/1090190.html,28日(9月28日决定和女儿去成都旅游，30日就乘火车票出)|30日(9月28日决定和女儿去成都旅游，30日就乘火车票出发了，在车上遇见了同样是去成)|1日(咨询了去哪里吃饭即经济又实惠等等。10月1日到达成都已是中午，朋友接我们去俏江南吃了)|2日(，就会有人将你挤过去。所以没玩好。10月2日成都下雨了，我和女儿去了藏饰一条街逛了逛)|3日(多是从尼泊尔那里来的。我很喜欢这里10月3日，早上还在下雨，于是和女儿商量还是先乘车)|4日(串串香味道好。但服务态度有待提高。10月4日、5日和女儿分别去了青城山和都江堰，大多)|5日(味道好。但服务态度有待提高。10月4日、5日和女儿分别去了青城山和都江堰，大多数人都)|一天(女儿分别去了青城山和都江堰，大多数人都是一天玩两处，因为女儿只有五岁，我不想太累了，)|一天(处，因为女儿只有五岁，我不想太累了，所以一天去了一个地方，我们去的青城山前山，真的是),无
